GeneSymbol	A21_05_C2_P5_627989	A21_05_C2_P5_128351	A21_05_C2_P5_307432	A21_05_C2_P5_162218	A21_05_C2_P5_755916	A21_05_C2_P5_787444	A21_05_C2_P5_352352	A21_05_C2_P5_438815	A21_05_C2_P5_70683	A21_05_C2_P5_232986	A21_05_C2_P5_871915	A21_05_C2_P5_142405	A21_05_C2_P5_383696	A21_05_C2_P5_190510	A21_05_C2_P5_859759	A21_05_C2_P5_617183	A21_05_C2_P5_576934	A21_05_C2_P5_283019	A21_05_C2_P5_596460	A21_05_C2_P5_654803	A21_05_C2_P5_253471	A21_05_C2_P5_506975	A21_05_C2_P5_239328	A21_05_C2_P5_317515	A21_05_C2_P5_195085	A21_05_C2_P5_683878	A21_05_C2_P5_414797	A21_05_C2_P5_170324	A21_05_C2_P5_51980	A21_05_C2_P5_504840	A21_05_C2_P5_200807	A21_05_C2_P5_300103	A21_05_C2_P5_845053	A21_05_C2_P5_123870	A21_05_C2_P5_484043	A21_05_C2_P5_417735	A21_05_C2_P5_768487	A21_05_C2_P5_657834	A21_05_C2_P5_296097	A21_05_C2_P5_117136	A21_05_C2_P5_80111	A21_05_C2_P5_703673	A21_05_C2_P5_176254	A21_05_C2_P5_338209	A21_05_C2_P5_620018	A21_05_C2_P5_95513	A21_05_C2_P5_195159	A21_05_C2_P5_296009	A21_05_C2_P5_236272	A21_05_C2_P5_159230	A21_05_C2_P5_821263	A21_05_C2_P5_273470	A21_05_C2_P5_303651	A21_05_C2_P5_394590	A21_05_C2_P5_137247	A21_05_C2_P5_345140	A21_05_C2_P5_432962	A21_05_C2_P5_811488	A21_05_C2_P5_506171	A21_05_C2_P5_538224	A21_05_C2_P5_830809	A21_05_C2_P5_750516	A21_05_C2_P5_230762	A21_05_C2_P5_454049	A21_05_C2_P5_800935	A21_05_C2_P5_525352	A21_05_C2_P5_536476	A21_05_C2_P5_689338	A21_05_C2_P5_762880	A21_05_C2_P5_856701	A21_05_C2_P5_528842	A21_05_C2_P5_405914	A21_05_C2_P5_514433	A21_05_C2_P5_159909	A21_05_C2_P5_382146	A21_05_C2_P5_432396	A21_05_C2_P5_646775	A21_05_C2_P5_384399	A21_05_C2_P5_135343	A21_05_C2_P5_135361	A21_05_C2_P5_822297	A21_05_C2_P5_380835	A21_05_C2_P5_81754	A21_05_C2_P5_148457	A21_05_C2_P5_35506	A21_05_C2_P5_284533	A21_05_C2_P5_28165	A21_05_C2_P5_634752	A21_05_C2_P5_625288
KLF4	0.864	1.063	1.176	1.555	0.561	0.575	0.576	0.587	0.603	0.955	0.000	0.613	1.657	1.032	0.637	0.000	1.028	1.539	1.056	0.672	0.000	0.680	1.085	1.611	0.686	0.000	2.680	0.000	1.826	0.000	1.419	1.656	0.000	1.514	1.438	1.171	1.149	0.739	0.736	0.000	0.000	0.000	0.744	0.000	0.000	0.764	1.169	0.776	1.176	1.726	0.769	0.764	0.765	0.000	0.000	1.749	0.000	0.000	0.806	0.796	1.243	0.812	0.808	1.245	1.265	0.000	0.827	0.000	1.304	0.849	2.054	1.327	0.855	1.320	1.324	0.881	0.875	0.000	0.960	0.984	1.798	0.000	0.000	0.000	0.000	1.077	0.000	0.000	1.178
KLF6	1.939	1.566	0.914	1.702	1.180	2.172	1.588	1.756	0.603	1.757	2.625	1.264	1.481	1.859	2.531	1.314	1.524	0.650	2.339	1.355	2.277	0.000	1.774	1.948	0.686	1.404	1.983	1.643	1.126	0.725	1.419	1.138	0.000	1.745	1.438	1.881	1.149	1.454	0.000	2.588	1.473	0.747	1.689	2.879	1.176	2.320	0.746	2.340	1.473	2.326	1.915	0.764	0.765	1.212	1.750	1.518	0.000	1.226	1.246	0.796	2.128	0.812	1.976	1.972	0.821	1.282	1.816	2.004	2.203	1.301	0.859	2.599	0.000	2.062	0.000	1.656	2.240	0.000	0.960	1.796	1.798	1.006	0.000	0.000	2.480	1.077	1.120	1.147	2.047
KLHL24	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.212	0.000	0.000	1.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.178
KLHL34	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KMT5A	1.040	0.000	0.558	0.914	1.180	1.204	0.000	0.000	0.603	1.223	0.000	0.000	0.615	0.000	1.847	1.035	0.000	0.000	0.000	1.071	0.679	0.000	0.000	0.000	1.089	0.705	0.000	1.127	0.000	0.000	0.715	0.723	0.723	0.780	0.000	0.000	1.149	1.454	1.155	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.768	0.769	1.193	0.000	0.000	0.783	0.783	1.755	0.000	0.806	0.796	0.000	0.000	1.249	0.000	1.265	0.834	0.000	1.272	1.614	0.000	0.000	0.000	0.855	0.000	0.000	0.000	0.875	0.000	0.960	0.984	0.000	1.497	1.012	0.000	0.000	0.000	0.000	2.008	0.000
KNL1	0.864	0.490	0.558	0.000	0.000	0.575	0.000	0.587	1.248	0.587	0.000	0.000	1.481	0.000	0.637	1.314	0.000	0.650	0.000	1.071	1.768	0.000	0.000	0.694	1.779	0.000	1.128	0.000	0.000	0.000	0.000	0.723	0.000	0.780	0.000	0.000	0.000	1.682	1.677	0.000	0.000	1.467	1.165	1.175	0.751	0.000	1.169	0.000	0.752	0.000	0.000	0.764	0.000	1.514	0.783	0.000	1.222	0.000	0.000	0.000	0.803	0.000	0.000	0.000	0.000	0.000	0.000	0.826	0.000	0.000	0.859	0.000	0.000	0.000	0.000	0.000	0.875	0.000	0.000	0.000	0.000	1.006	1.012	1.516	0.000	0.000	1.120	0.000	0.000
KNSTRN	0.864	0.000	0.000	0.558	0.000	0.000	0.000	0.000	0.000	0.955	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.731	0.739	0.736	0.000	0.000	1.170	1.165	0.751	0.751	0.000	1.169	0.000	0.752	0.000	0.769	0.000	0.765	0.000	0.000	0.000	0.787	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.834	0.000	1.272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.875	0.000	0.000	0.000	0.000	1.006	1.012	1.021	0.000	0.000	0.000	1.147	0.000
KNTC1	0.000	0.000	0.914	0.000	0.000	0.000	0.000	0.000	0.603	0.000	0.000	0.000	0.000	0.000	0.637	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.748	0.000	0.739	0.000	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.746	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KPNA2	1.321	0.000	0.000	0.000	0.000	0.000	0.000	0.587	0.603	0.955	0.000	0.000	0.993	0.000	0.000	0.000	0.000	1.040	0.661	0.672	1.586	0.000	0.000	0.000	0.686	0.705	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.780	0.000	0.000	0.731	1.159	0.736	0.751	0.000	0.000	0.000	0.000	0.751	0.764	1.465	0.776	0.752	0.000	0.000	1.491	0.000	1.212	0.000	1.217	0.000	1.528	0.806	0.000	1.243	0.812	0.000	0.000	0.000	0.000	0.000	1.579	0.000	0.000	0.000	0.000	0.000	0.864	0.000	0.881	0.000	0.959	0.000	0.000	0.000	0.000	1.505	0.000	0.000	0.000	1.635	1.147	0.000
KPNB1	2.002	1.425	2.371	0.914	1.388	2.172	0.939	2.358	1.916	1.886	1.485	2.333	2.415	1.707	2.531	2.216	1.702	2.750	2.023	1.071	2.372	1.769	1.774	2.835	2.066	2.507	2.118	1.827	1.642	1.434	1.644	2.451	0.723	1.745	2.258	2.038	2.370	2.568	2.474	1.471	2.299	2.037	2.166	2.298	2.589	2.427	2.035	1.508	2.406	1.496	1.915	2.524	2.694	2.453	1.217	1.518	2.101	1.528	1.551	2.665	2.760	2.279	2.500	2.268	1.265	2.314	1.581	2.301	0.851	1.611	2.770	2.230	0.855	2.361	2.366	0.881	0.875	1.762	2.367	1.471	2.405	1.497	1.834	1.845	1.038	1.917	2.225	1.668	2.047
KRT17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KRT18	0.377	0.817	0.914	0.558	0.000	0.575	1.415	1.433	0.603	0.955	0.617	0.000	0.000	1.859	1.022	0.000	0.000	0.000	1.056	1.355	0.000	1.366	1.371	0.000	0.000	0.000	1.128	0.000	1.417	1.141	0.000	1.138	1.139	0.780	0.728	0.000	1.149	0.739	0.000	1.175	1.702	0.747	0.000	1.175	0.751	1.192	0.000	0.000	0.752	0.000	0.000	0.000	0.000	0.000	1.750	0.000	1.222	0.000	0.000	0.000	0.000	0.000	0.000	1.245	0.821	0.834	0.000	0.826	0.851	1.301	1.314	1.327	0.000	1.633	0.867	0.881	0.875	0.959	0.000	2.042	0.000	0.000	2.709	0.000	1.038	2.168	1.120	0.000	0.000
KRT19	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.587	0.000	0.000	0.000	0.000	0.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.371	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KRT7	1.633	2.149	1.701	1.176	0.918	1.414	0.000	1.222	0.000	0.000	0.617	0.000	0.000	0.000	1.517	0.000	0.000	0.650	0.661	1.355	0.000	2.056	1.593	0.000	1.779	1.114	1.419	1.127	1.981	1.434	0.000	1.138	0.723	0.780	0.728	0.748	1.149	0.000	0.736	1.886	1.473	1.467	0.744	0.000	1.887	1.907	0.000	1.208	0.752	1.496	2.328	1.193	0.000	0.780	1.217	0.783	0.787	0.790	1.551	0.796	1.547	0.000	1.787	1.245	1.572	0.000	0.000	0.000	0.851	0.000	1.314	0.000	0.855	0.864	1.324	0.000	1.334	2.006	0.960	1.471	0.986	1.497	0.000	1.021	0.000	1.917	0.000	1.668	2.047
KRT8	0.000	0.000	1.829	0.558	0.561	0.000	0.000	0.000	0.000	0.587	0.617	0.613	0.000	1.032	0.000	0.646	0.640	0.000	0.661	0.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.141	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.744	0.751	0.000	0.764	0.000	0.000	0.000	0.000	0.769	0.764	0.000	0.000	0.783	1.217	1.222	0.000	0.000	0.796	0.000	0.000	0.000	0.805	0.000	0.834	0.000	0.000	0.851	0.000	0.000	0.869	0.000	0.864	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	1.012	1.021	1.038	0.000	0.000	0.000	0.000
KRTAP2-3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
KYNU	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
L1TD1	0.000	0.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LAG3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LAMA5	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.769	0.000	0.000	0.000	0.783	0.783	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.038	0.000	0.000	0.000	0.000
LAMC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LBH	0.000	0.817	0.000	0.914	0.000	0.575	0.000	0.000	0.000	0.000	0.617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.404	0.000	0.000	0.000	0.000	0.715	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.744	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.790	0.000	0.000	0.000	0.000	0.000	0.805	0.821	0.000	0.827	1.272	0.851	0.849	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LBR	0.377	0.000	0.558	0.914	0.000	0.938	0.000	1.222	0.977	0.955	0.000	0.991	0.615	0.000	1.517	1.314	0.000	0.000	0.000	1.071	1.080	0.000	0.000	1.388	0.686	0.000	0.000	0.715	0.714	0.000	0.715	0.000	0.723	0.000	1.144	0.748	0.731	0.739	0.736	0.000	0.000	1.170	0.000	0.000	1.473	0.000	1.169	0.000	1.473	0.768	0.000	0.000	0.000	0.780	0.783	1.217	0.787	1.226	0.000	0.796	0.803	0.000	0.000	1.783	0.000	0.000	0.000	1.272	0.851	0.000	1.314	0.000	0.000	0.000	0.000	0.000	0.875	0.000	1.764	0.000	1.473	0.000	0.000	1.021	1.536	0.000	1.120	0.000	0.000
LCE2A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LDHA	2.557	3.244	3.052	2.561	2.567	2.807	3.225	2.877	2.465	2.564	2.685	2.333	2.790	2.613	3.107	2.853	3.074	3.006	3.029	2.360	2.054	2.460	2.620	2.892	3.121	2.324	2.438	2.524	1.981	3.279	1.828	2.762	2.620	3.103	2.702	2.664	2.961	2.568	2.851	2.588	2.590	2.990	2.926	2.043	2.814	2.767	3.235	3.332	2.941	3.081	2.208	2.902	2.838	2.550	2.800	2.556	2.876	2.471	2.594	2.480	2.678	2.399	3.468	2.908	2.521	2.016	3.185	2.873	2.571	2.567	2.583	2.491	3.119	2.936	3.077	2.510	2.240	2.629	3.012	2.967	2.241	2.434	3.009	2.093	3.207	2.168	2.594	3.832	3.055
LDLR	0.377	0.000	0.000	0.000	0.561	0.000	0.000	0.954	0.977	0.587	0.000	0.991	0.615	1.529	0.000	0.000	0.640	0.000	0.661	0.000	0.679	0.000	1.085	1.100	0.000	0.000	0.000	0.000	0.000	0.725	0.000	0.000	1.139	1.213	1.438	0.000	0.731	0.739	0.000	0.000	0.000	0.747	0.000	1.175	0.000	0.000	0.746	0.000	0.000	0.000	1.198	1.193	1.193	0.000	0.000	0.000	0.000	0.000	0.000	0.796	0.803	1.254	0.000	0.000	1.265	0.000	0.827	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.088	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.038	0.000	1.120	1.147	0.000
LEF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LFNG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LGALS9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LGMN	1.190	0.817	0.914	0.000	0.918	0.000	0.939	1.222	1.637	0.955	1.485	0.000	0.993	1.032	0.637	1.035	1.306	0.000	1.056	0.000	0.000	0.000	1.371	0.000	0.000	1.114	0.715	0.000	1.417	1.660	0.000	0.000	0.000	0.000	0.000	0.000	0.731	0.739	0.000	0.751	0.752	0.747	0.000	0.751	0.000	0.000	0.746	0.776	0.752	0.000	1.198	0.764	0.765	0.780	0.783	1.217	0.787	0.000	0.806	0.000	0.000	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0.000	0.000	1.314	0.869	0.000	0.000	0.000	0.000	0.000	0.959	0.960	0.000	0.986	1.006	1.012	0.000	1.038	0.000	1.120	0.000	1.178
LGR4	0.000	0.000	0.000	0.000	0.000	0.000	0.939	0.587	0.977	0.000	0.000	1.264	1.481	0.000	0.000	1.035	0.000	0.650	0.000	0.672	0.679	0.000	0.000	0.000	0.686	0.705	0.000	0.000	0.000	0.000	1.127	0.000	0.723	1.933	0.000	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.744	0.000	0.000	0.764	0.746	0.000	0.000	1.197	0.000	0.000	1.722	0.000	0.000	0.000	0.000	0.000	0.806	0.000	0.803	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	1.583	0.000	0.000	0.000
LIG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.805	0.000	0.000	0.000	0.000	0.000	0.849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.012	0.000	0.000	0.000	0.000	0.000	0.000
LIMA1	1.633	2.149	1.829	1.943	2.305	2.598	1.864	2.280	0.977	1.223	1.270	1.655	1.481	2.107	2.198	1.995	2.300	1.539	2.245	2.160	2.054	1.081	2.061	2.400	1.375	1.966	1.419	1.418	2.234	2.543	1.419	1.656	1.842	1.514	1.849	1.696	2.370	1.682	2.378	1.471	1.888	0.747	1.461	0.000	0.751	2.065	2.171	1.739	1.176	1.197	2.208	1.491	1.492	1.745	0.783	1.518	1.943	2.363	1.784	2.373	1.243	2.142	1.249	1.783	1.806	2.016	2.006	1.814	1.851	2.039	2.215	1.327	0.855	2.361	0.867	1.342	2.240	1.439	0.960	0.000	0.986	0.000	2.278	1.021	1.038	1.917	0.000	1.147	2.047
LIMCH1	0.864	0.490	0.000	0.000	0.000	0.938	0.576	1.222	0.000	0.000	0.000	0.613	0.615	0.000	0.000	0.000	0.000	0.000	1.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.715	1.126	1.660	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.746	0.000	0.000	0.000	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.803	0.000	0.000	0.805	0.000	0.000	0.827	0.000	0.000	0.000	0.000	0.869	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.497	0.000	1.021	0.000	1.077	0.000	0.000	0.000
LIN9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.080	0.000	0.000	0.000	0.686	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.787	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.826	0.000	0.000	0.000	0.000	0.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.505	0.000	0.000	0.000	0.000	0.000	0.000
