GeneSymbol	A21_05_C3_P5_438326	A21_05_C3_P5_80000	A21_05_C3_P5_675243	A21_05_C3_P5_39323	A21_05_C3_P5_540516	A21_05_C3_P5_675883	A21_05_C3_P5_795538	A21_05_C3_P5_192610	A21_05_C3_P5_201880	A21_05_C3_P5_426236	A21_05_C3_P5_119081	A21_05_C3_P5_243946	A21_05_C3_P5_677988	A21_05_C3_P5_722696	A21_05_C3_P5_385496	A21_05_C3_P5_555709	A21_05_C3_P5_160648	A21_05_C3_P5_114001	A21_05_C3_P5_631908	A21_05_C3_P5_341331	A21_05_C3_P5_810696	A21_05_C3_P5_451659	A21_05_C3_P5_167316	A21_05_C3_P5_730545	A21_05_C3_P5_4191	A21_05_C3_P5_306948	A21_05_C3_P5_799333	A21_05_C3_P5_51050
DSG2	0.522	0.248	0.000	0.504	0.741	0.000	0.775	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.751	0.739	0.000	0.000	0.450	0.000	0.000	0.000
DSN1	0.000	0.000	0.000	0.000	0.000	0.314	0.577	0.000	0.342	0.000	0.356	0.368	0.000	0.000	0.390	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.000	0.000
DSP	0.956	0.754	0.648	0.504	0.741	0.746	0.000	0.000	0.000	1.388	1.271	0.000	1.195	0.000	0.000	0.694	0.446	0.714	0.954	0.438	0.444	0.000	0.000	0.457	0.000	0.000	0.789	0.500
DTL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
DTYMK	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.357	0.000	0.000	0.653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.770	0.000	0.461	0.000	0.500
DUOX2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
DUSP1	0.206	0.000	0.000	0.838	0.312	0.314	0.000	0.602	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.446	0.000	0.000	0.000	0.000	0.000	0.766	0.000	0.450	0.000	1.030	0.832
DUSP14	0.377	0.447	0.648	0.283	0.549	0.746	0.329	0.602	0.342	0.000	0.618	0.368	0.000	0.000	0.669	0.000	0.754	1.283	0.427	0.438	0.000	0.436	0.000	0.770	0.000	0.776	0.470	0.500
DUSP4	0.000	0.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.653	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
DUSP6	0.206	0.000	0.000	0.000	0.000	0.746	0.000	0.345	0.000	0.000	0.000	0.637	0.000	0.000	0.000	0.000	0.446	0.714	0.000	0.000	0.000	0.436	0.766	0.000	0.450	0.461	0.000	0.000
DUT	0.649	1.262	0.648	0.283	0.312	0.314	0.940	0.602	0.000	0.357	1.384	1.171	0.868	0.879	0.888	1.100	0.989	0.714	0.000	1.162	0.985	0.000	1.195	1.200	1.186	1.015	1.030	0.500
DUXAP8	0.000	0.000	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.208	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.461	0.000	0.000
DYRK3	0.000	0.000	0.265	0.283	0.312	0.553	0.577	0.602	0.000	0.000	0.000	0.000	0.379	0.385	0.000	0.000	0.446	0.000	0.427	0.000	0.444	0.436	0.000	0.000	0.000	0.000	0.000	0.000
E2F1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
E2F7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
E2F8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EBNA1BP2	0.206	0.000	0.795	0.283	0.549	1.046	0.000	0.345	0.000	0.357	0.000	0.637	0.000	0.662	0.000	0.694	0.754	0.420	0.000	0.438	0.751	0.739	0.455	0.000	0.000	0.000	0.000	0.000
ECM1	1.488	0.754	1.317	0.685	1.040	0.746	1.082	1.119	1.111	0.620	0.997	0.848	1.441	1.455	1.666	0.000	0.446	0.714	1.434	0.438	0.751	0.436	1.195	0.000	0.995	0.461	0.789	0.000
ECT2	0.000	0.248	0.000	0.504	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.714	0.000	0.000	0.000	0.000	0.000	0.457	0.000	0.461	0.000	0.832
EDIL3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EDNRA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EDNRB	0.000	0.000	0.000	0.000	0.549	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.379	0.000	0.000	0.000	0.000	0.420	0.000	0.438	0.444	0.000	0.000	0.457	0.000	0.000	0.000	0.500
EFEMP1	0.000	1.089	0.474	1.453	0.312	0.314	1.082	0.000	0.967	0.357	1.271	0.848	0.653	0.385	0.888	0.694	0.000	0.942	2.134	0.000	0.444	0.739	0.766	0.000	1.605	1.369	1.225	1.081
EFNB2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EGFLAM	0.000	0.000	0.000	0.838	0.312	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
EGLN3	0.000	0.000	0.000	0.000	0.000	1.277	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EGR1	0.206	0.000	0.923	0.685	0.741	1.046	1.317	0.602	1.903	0.000	0.000	1.171	0.868	0.000	1.219	0.406	0.446	0.714	0.725	0.741	0.000	1.159	2.138	1.200	1.484	1.926	1.857	1.588
EGR2	0.206	0.000	0.000	0.000	0.000	0.553	0.000	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.759	0.000	0.789	0.000
EGR3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EHD4	0.377	0.447	0.265	0.000	0.000	1.046	0.577	0.345	0.799	1.388	0.356	0.368	0.000	0.385	0.390	0.406	0.000	0.420	0.427	0.438	0.444	0.436	0.000	0.457	0.450	0.776	0.000	0.832
EIF1AX	0.649	0.989	0.648	1.087	1.368	0.746	0.329	0.345	0.596	0.000	0.618	1.023	0.868	1.208	0.390	1.388	0.754	0.942	0.427	1.321	0.751	1.159	0.766	0.770	0.995	0.000	1.030	0.000
EIF4E	0.206	0.248	0.265	0.000	0.000	0.553	0.329	0.000	0.000	0.620	0.825	0.368	0.379	0.662	0.390	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.770	0.000	0.776	0.000	0.000
EIF5	0.522	0.248	0.795	0.283	0.902	0.907	0.577	0.602	0.596	1.000	0.618	1.171	0.000	1.208	0.390	1.255	1.339	0.942	0.725	1.162	1.593	1.574	0.455	0.457	0.000	0.000	1.030	0.500
EIF5A	1.488	1.339	1.714	1.778	1.270	1.546	1.317	1.711	1.624	1.274	1.741	2.038	1.045	1.208	1.351	1.611	0.446	1.537	0.427	1.457	1.335	1.948	1.494	1.827	1.346	1.207	1.650	1.081
ELFN1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
ELFN2	0.000	0.447	0.000	0.000	0.312	0.000	0.000	0.602	0.000	0.357	0.356	0.000	0.000	0.385	0.000	0.000	0.446	0.000	0.427	0.000	0.444	0.000	0.766	0.000	0.000	0.000	0.000	0.000
ELL2	0.000	0.447	0.648	0.283	1.040	0.314	0.329	0.602	0.596	1.274	0.997	0.637	0.868	0.385	0.390	0.406	0.989	0.000	0.725	0.000	0.751	0.739	0.766	0.000	0.450	0.776	0.789	1.280
ELN	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.776	0.000	0.000
ELOVL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EMB	0.956	0.879	0.795	1.287	1.614	1.692	1.206	0.975	1.237	0.357	0.997	1.611	0.000	0.385	1.467	1.100	1.179	0.714	1.434	0.974	0.751	0.000	1.355	0.000	1.981	0.461	0.470	0.500
EMCN	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EMP1	1.040	0.612	1.037	0.685	1.368	1.758	0.940	1.459	1.701	1.884	1.143	1.978	0.653	1.961	1.351	1.611	0.989	1.907	0.954	0.000	1.175	1.866	1.494	2.330	1.186	1.837	1.650	0.832
EMP2	0.206	0.248	0.000	0.283	0.741	0.000	0.329	0.805	0.342	0.620	0.618	0.637	0.000	0.000	0.669	0.406	0.446	0.000	0.725	0.000	0.000	0.000	0.000	0.457	0.450	0.776	0.470	0.000
EMX2	0.000	0.000	0.000	0.000	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.379	0.000	0.000	0.000	0.446	0.000	0.000	0.438	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.000
ENAH	0.649	1.339	1.037	0.838	1.368	1.168	0.940	1.119	1.111	0.620	0.997	0.848	0.653	0.662	0.669	1.255	0.446	0.942	0.954	1.578	0.000	0.436	0.455	1.200	0.759	0.461	0.789	0.000
ENC1	0.000	0.000	0.795	1.832	0.312	1.546	0.329	0.000	0.799	1.744	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.280
ENO1	1.320	1.262	1.714	2.105	1.368	2.170	1.416	1.972	1.349	1.582	1.944	2.198	1.803	1.455	1.666	2.017	1.179	1.537	0.954	1.685	1.472	2.023	1.911	1.621	2.312	1.926	1.650	1.588
ENPP1	0.000	0.000	0.648	0.283	0.000	0.553	0.000	0.975	0.342	0.000	1.143	1.023	0.000	0.000	0.000	0.694	0.000	0.420	0.000	0.438	0.751	0.000	0.455	0.000	0.450	0.461	0.000	0.000
ENPP2	0.206	1.089	0.265	0.283	0.741	1.046	0.577	1.119	0.967	0.620	1.143	0.368	1.441	0.385	0.888	0.000	0.989	0.000	1.141	0.438	1.701	0.436	1.992	1.200	0.000	1.926	0.470	0.500
EPAS1	0.864	0.447	0.000	0.000	0.741	0.000	0.577	0.000	0.000	0.357	0.356	0.000	0.653	0.662	0.000	0.406	0.446	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.461	0.789	0.000
EPDR1	1.040	0.612	0.000	0.283	0.312	0.314	0.000	0.000	0.342	0.357	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	1.225	0.500
EPHA1-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EPHA3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EPHA4	0.000	0.000	0.265	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.368	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EPHB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EPHB2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EPS8L1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EPSTI1	0.522	0.000	0.000	0.000	0.741	0.000	0.329	0.000	0.342	0.000	0.000	0.637	1.441	0.385	0.000	0.406	0.446	0.000	0.000	0.438	0.444	0.000	0.000	0.457	0.000	1.015	0.470	0.000
ERCC6L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EREG	0.000	0.000	0.000	0.000	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ERRFI1	0.000	0.000	0.000	0.000	0.000	0.314	0.000	0.000	0.000	0.620	0.356	1.300	0.000	0.000	0.000	0.406	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ERVK9-11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ESCO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ESPL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ETV1	0.000	0.447	0.000	0.000	0.000	0.746	0.329	1.119	0.342	0.000	0.000	0.000	0.000	0.385	0.390	0.000	0.000	0.714	0.000	0.974	0.000	0.436	0.000	0.000	0.759	0.776	0.000	0.000
EXO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EXOSC8	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
EXOSC9	0.000	0.447	0.474	0.685	0.000	0.000	0.329	0.345	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.420	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.000
EYA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EYA2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EYA4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
EZH2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.455	0.000	0.450	0.000	0.000	0.000
EZR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.000	0.000	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
F11R	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
F13A1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
F2R	0.000	0.000	0.923	0.000	0.000	1.046	1.206	0.602	0.342	0.357	1.271	1.023	0.653	0.000	0.669	0.918	1.179	1.127	1.141	0.000	0.985	0.436	1.355	0.000	0.450	0.776	1.030	0.000
F3	0.206	0.000	0.000	0.000	0.741	0.553	0.577	0.000	0.000	0.357	0.618	0.368	0.653	1.339	0.000	0.000	0.446	0.000	0.427	0.741	0.000	0.436	1.003	0.000	0.000	1.508	0.470	0.000
FABP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.637	0.000	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FABP4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FABP5	0.206	0.612	0.474	0.504	0.312	0.000	0.000	0.345	0.799	0.000	0.356	0.637	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.741	0.444	0.000	0.455	0.770	0.450	0.461	0.470	0.000
FADS1	0.377	0.447	0.474	0.000	0.000	0.746	0.940	0.602	0.342	0.357	1.271	0.848	0.653	0.000	0.390	0.406	0.446	0.000	0.725	0.000	0.444	0.436	0.000	1.008	0.759	0.461	0.000	0.000
FAIM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM107B	0.000	0.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.356	0.000	0.000	0.879	0.000	0.694	0.000	0.000	0.000	0.741	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM111A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.000	0.000	0.971	0.000	0.000	0.000	0.000	0.000	0.000
FAM111B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM13C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM155A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM180A	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.739	0.000	0.000	0.000	0.000	0.000	0.000
FAM20A	0.762	0.447	0.265	0.504	0.902	0.553	0.577	0.805	1.111	0.620	0.356	0.368	0.868	0.000	0.390	0.918	0.000	0.000	0.000	1.162	0.444	0.436	0.455	0.457	0.759	0.461	0.470	1.280
FAM43A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.246	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.714	0.000	0.000	0.000	0.000	0.766	0.000	0.000	0.000	0.000	0.500
FAM72D	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM83D	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAM83F	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FANCA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FANCD2	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FANCI	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000
FANCM	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FAP	1.797	1.653	1.232	1.832	1.457	1.375	1.737	0.805	1.111	1.274	1.271	1.611	1.638	1.559	0.669	1.794	1.179	1.418	1.553	1.685	1.175	1.159	1.615	1.361	0.759	1.207	1.759	1.588
FAR2P2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FARSB	0.206	0.612	0.474	0.504	0.000	0.314	0.329	0.000	0.596	0.000	0.000	0.637	0.379	0.000	0.390	0.000	0.000	0.000	0.427	0.000	0.000	0.000	0.000	0.457	0.759	0.461	0.000	0.000
FBLN1	0.864	1.598	0.648	0.283	1.162	1.622	2.082	1.459	0.000	1.000	1.384	1.611	1.326	1.057	1.067	1.611	1.179	1.907	1.660	0.974	1.798	0.739	0.455	1.361	1.899	2.008	2.176	1.280
FBLN2	0.000	0.879	0.000	0.283	1.040	0.746	0.775	0.805	0.799	0.000	0.825	1.023	2.178	0.879	0.669	0.918	0.754	0.942	1.434	0.438	0.985	0.000	1.003	0.770	0.759	1.015	0.470	0.832
FBLN5	1.257	1.706	2.529	1.883	1.812	1.820	2.082	1.783	1.773	1.947	2.494	1.978	1.876	1.057	1.974	1.794	2.506	2.642	1.844	2.387	1.887	2.023	1.195	1.200	1.981	2.154	2.242	1.280
FBN1	1.488	1.339	1.768	1.832	1.162	1.692	0.940	1.913	1.349	1.884	1.741	2.094	1.876	1.339	1.351	1.506	2.048	1.739	1.141	1.782	1.968	1.574	1.195	1.361	1.346	2.154	2.176	1.280
FBN2	0.206	0.879	1.395	1.087	0.312	1.692	1.507	0.602	1.349	2.215	1.384	1.415	0.653	0.385	1.666	1.707	1.705	1.418	0.000	1.457	0.985	0.971	2.480	0.770	1.186	2.543	1.527	0.832
FBXO32	0.377	0.000	0.000	0.000	0.000	0.314	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FBXO43	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
FBXO5	0.377	0.000	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.770	0.000	0.000	0.000	0.000
